uuid,series_id,series_title,frequency,year,period,period_name,value,latest,footnotes,source_type,collection_timestamp,normalization_timestamp,checksum
755182d2-1266-4960-8cab-bd4ae648f9e2,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M11,November,260.229,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,dd8265e528a7e65773ce15f230648db7edfd24f538327f6973a398223fe61144
8819f5fe-bf59-43f2-869d-f73b84451f7a,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M11,November,260.911,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,1c604952fbac1a9de52153cee75ca91df4352b4007f78db8cec894180c2a4584
1a65c4e7-53cc-4f3d-ae69-f362f47a63ca,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M12,December,260.474,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,52c71a64c396b4947e143b290e18069ac4f30741c560654ce495daeb16010242
e1c1bd6a-0cb7-4e1a-98ff-dc76c0629401,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M12,December,262.045,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,fd337aecc9f11ceaae3129bec2f09ea6bb940edf2cb3370859c4af98c830445a
88165fb7-84bb-422e-b0ca-4b8dd5e43734,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M13,Annual,258.811,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,d1343e57dad206b2bbb9069a8d8b9e98e5eb626c04513918f9a1bffe6d24b8d8
d69f1f04-798a-44b5-88e5-e51e4dbb92a5,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M01,January,261.582,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,7b9757b1c133ffec2368d01f614e506303b6d50e5ff39fe37c2761035e2d9d6d
5f28047e-e86a-4a1d-9c84-4e43d0aac8b1,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M01,January,262.687,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,be78e83dd637a90ff5c7275f5e49f269ed2a0c55b5cecc96aa977f4dcf089234
2de35d3e-cc93-4798-8ff4-5e8d3c449e49,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M02,February,263.014,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,e4478ad47f7a50bae1033147fc2f079ceb573ffa888a5d4018fc01c188e5854e
230ebb13-ef98-4b63-a261-c931f74ecd99,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M02,February,263.579,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b0e404455324c623f5df41fbf07c9045627c4c4bd4f85ed8ddb13a6814e78290
f79356ba-c95f-4357-877c-a79040babf69,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M03,March,264.877,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,18e411d9e8d712b382ae9ec8cb0aaabebca65f2bb28226ea1dc90fa4b629989c
8b32f5f1-33f8-4086-99c5-f3e72d5add09,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M03,March,264.961,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,8e11d4373b5049168ed243af78a5d46b0c7313564a936950517c4daaba7e2f6f
80c37e14-d088-4f76-bca5-fa551c6de999,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M04,April,267.054,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,06c065c4515ddb1b209b31ef948b7b16a0166165ff1e02c42c38b9999af173bb
bf73b787-c2b6-4185-9b52-d7da6ed95bde,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M04,April,266.614,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,7b8b676067a46d57f38782f353ec2767e93dbc7ed6602399f4a55feb74d408b5
4d22e873-2ae6-4cf3-8c87-85a9bef94ffe,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M05,May,269.195,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,549559084fea996d27e2ef640e0603ce3f891dfce0c6cf8f8743d33c91cec827
f0cbdde0-956e-484c-9ad7-77d6107ee7d0,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M05,May,268.383,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,e71dcc7c4cf2b1cb271b7d4757490b5653308450ca90e1208987ae630faad250
a5bc27ad-7025-4a0b-8aa1-cab30e0fd1b4,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M06,June,271.696,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,9490556e7930e678a52b0d1666283a35f0d8fac84700dd07ab4c40385b6dad57
fc72fa4c-8d76-437c-85ec-1465b9026e4a,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M06,June,270.654,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,1c7bf9fb19ef2baa5f3866b65629c2cf7c28c87138f0918840fab59c46c38fa7
44328fd0-bcc6-463e-bcbf-b4778d58d667,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M07,July,273.003,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,2930dc3fc098599fc235613a44330829d8b0319c26329e54b16e4b946ab0ec3b
677c1429-4e28-4f19-9e67-0a2a4432e4ad,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M07,July,271.903,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,581ffcf543972755000962c1670ce018d1fb486d8f4f8e368bde75b969b7b2a3
1ab9e7d7-af94-4e2d-8afb-337206365836,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M08,August,273.567,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c8ad57e036ba7c6b7d6a40d539b45a91e0a740642e3754e0e06fbdb561c3b734
acaa0ea1-bf7f-4125-95aa-9bb8c35674f1,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M08,August,272.676,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,3a53ca9d3101ace6fbd42c3eeeb54b552aa5dbd5ffa91fac8b4c42aa97e7b003
bc736654-d944-4591-ae24-a84365a939b1,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M09,September,274.310,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,57127f02107b3cb5045edcacf13aa289f2cd1dab9645a2d1efde473cafffdbe9
c1281648-0892-4cfa-9543-332d989f8240,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M09,September,273.910,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,1008ca976f9245ac77e2afa29e5b9287a8a98899b5d8da382229e126bbf65a82
6665c1d5-276a-4107-b977-c806fc7391d9,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M10,October,276.589,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,a97d07d180a7ff88df09d12757935a4587b5e2d97d6bfe1e691a478b8571c04f
35e79db9-d765-4501-a583-257a2ae5ff6c,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M10,October,276.550,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,cadc06b35eabc1b0cba1c0ad38edf5a2ea0a7cfca269aee99de6fbe953513cc8
88769834-7730-405c-8555-205d8823f98f,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M11,November,277.948,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,95cacd667c43391c899f861ffd197847ac9c7028745553df151d5f93de8127d4
59fcfef7-68d5-4f5c-9543-3eeb144584bb,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M11,November,278.919,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b8239bbf18f097a30d2e09923dfd1be8b8edaf29dab4b8333d8d1abac0947d6b
756cfd0a-21f3-47b3-af5f-07ee60ae0fdb,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M12,December,278.802,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,278a952b3986bf002c8a472b342f721b86d5a9fe4beb46736939cdaba2562a7e
ac45504f-549e-4ad8-b690-a2bcb9132eb4,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2021,M12,December,280.845,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c467c3ecf794b17640691d20fa013378c03a32b4cd2f0dede94a6bd1d8cf7252
ae7d649c-d712-4013-9b72-29367be9b4f9,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2021,M13,Annual,270.970,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,dcaa8e8c4b13e640da0df154e665082823852ef928110e24b7a7684ef17a4648
943f1d6b-5d7f-4539-bfce-97820a93a4b2,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M01,January,281.148,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b0168e20614c69d8e3c62d3e313878bfed1b16f0b0a21d8a8637386de9515625
fab89c3e-1fc4-4daa-bf10-dad8e8381cf1,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M01,January,282.543,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,0ced5ba4059c76a0cb68dab6c51cf6033dbddcc28d8b1af13e7d67ccff2fb7b2
4c1896d7-4a3a-4d67-a5be-156011e8084d,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M02,February,283.716,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,931f62f9de57ab5b94596abf3ab0c8cdc29faf9464a972b9559739396cdf1f0b
4d62c9e8-a5ea-4dc0-bc0a-649419130109,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M02,February,284.500,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,48f0d6154a4e15c137cd28f5522f1619954e4876c9470dc7977aa913889dd43d
206269c5-62c3-4c9b-8bd8-cac652225532,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M03,March,287.504,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,7097f1c2e460346a3ee86623b5b8471f3c4c3a1fff95b29654716ecdba3bc00a
ffae4b7d-2c5a-4d66-8772-6c5851ff6a9a,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M03,March,287.674,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,905659f3ad118799dd44ffacec4818eadca1f1dc49eb1014cf1830491f8de3af
425ff683-3415-4fcc-9b9e-4b72b3ec9381,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M04,April,289.109,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b034235e84a3805a5d201f784098c075527f0b4ac672b0326408953c623e5451
9a89e946-2626-460d-91a5-5038e1d71fdc,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M04,April,288.561,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,0e31b1f55c183392ec738f7a23866afd51367d8679cc02f99ff803004e48741c
a805f8cb-8202-4814-9547-36be32b2fa97,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M05,May,292.296,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,d59d509a32735aa6107c06d73546f70b38d06a62e324baf2cd1c2f2711da8a52
d7bea115-7741-49cf-8922-8468924d4b64,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M05,May,291.298,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,8dc60ffafcbb42bfb6b6ae19d71118873fa66de3c01bb003047cad3dc06584e4
867aab39-6380-4173-8f19-c66eaac3fa31,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M06,June,296.311,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,e1feffc9b1eaeeb2447a3c6a984c2fbc2298fef6dda0d431ee69163c0b67e7a3
888003ac-4606-4dcc-bb9c-6d3be467dea9,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M06,June,294.957,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b225c198693033238eb3a2ea58d8aee44800e72d661763af0f274200965b87e8
17cd008c-6277-40a7-8fab-d6e804a0d623,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M07,July,296.276,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,16786ad9d8bf7b19111ae7baa8f63adb16b797733030e6a67f3d2a2861bd08b9
88290674-0033-41fe-9b90-7a756cf68b84,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M07,July,294.913,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,97bb8ef7bc32efb2c944ae48b32f3858db976096accf669f00948959d838c1f6
b6b4e46e-c659-48c2-9bed-cb82a2ebc026,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M08,August,296.171,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,8d66ae47164637406f5464f939c8ff7222257f9ee9a25019af73c106ddcf4306
6974f647-851a-448b-bf65-fabd4fdcfbe1,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M08,August,295.097,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,df841416cec109b1b6be7364ca2ffefc89f004531c9a235fda4c18a7556d812b
f0bd8496-262f-4afc-be1f-5f6d771f0c33,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M09,September,296.808,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,19e94d74d61d8c565b3626ba6c85e378353a0b308a2df6c3e5362da22c510f4d
20cafd9b-7465-41ed-a889-9ecab9c93c68,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M09,September,296.349,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,6aa0ec98e7a66907fff1245b79044c3f646fd9c651d64b980a236316d416d205
942af134-6069-400a-83e5-9f73338778df,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M10,October,298.012,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c6fb3464b6a16711e6d27a9864326824e97ebd95922128ae0c270778a473c4a5
615b2bd1-5742-4b3c-b18c-c9ddd66d0660,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M10,October,298.007,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,cbdc5a9ab61c5fa38418f4eb473035c9397cf23fcdf7af9195ff63f7d8c32485
c5e5351c-7a98-47f9-b816-a1db035dc02b,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M11,November,297.711,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,78234f25f00ba41651b09c358f04a3665401c5660187bb4e4f6ec377e415b9e4
575cda0b-c08c-4cb3-934b-014bddf400da,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M11,November,298.786,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,420187f5b8bc626e043b85dc786e808ae464ca18079784c962a07c19e6e1a139
ce0a90af-ad05-41ab-b3b5-ca1715ba08c5,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M12,December,296.797,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,3268c26e93e456cfd3a8a5ebb38a477063ebcf379ccbfea1d1a61b801b8ee0c4
d00fc183-4581-47a2-8702-e2392a0c8bb8,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2022,M12,December,298.832,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,43dc1ce90d984ea676cad49462e11caaba61ac5ec55aa7214a696831eee70f4a
ab7248d2-d0f0-49b4-a5bc-e4f83bc0349d,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2022,M13,Annual,292.655,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,5497f273f28ad5d6e2413298c653e61860fccb6f66958a3790730e5755b75cd4
cc404031-f6ef-4d1f-be72-fdf716be7092,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2023,M01,January,299.170,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,489863bcaa7259746814de4c0703f38b285858d2440b2e6a418919a5365bbc6d
6fd8e481-7aa4-4646-a75c-ca53d7ec2285,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2023,M01,January,300.420,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,d7d69a9e9c45d40e3559e1ff8014611ac905d3d340a1eaa86ad0f4cbb2da6be0
57625f2c-4049-46c9-8f47-5eab463897e0,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2023,M02,February,300.840,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c8802398be41d4a40ecf41ff42f302d8c21c509cd07fa349fe803d771729e8b0
f4f1044f-a99e-48b3-b644-553be6267a77,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2023,M02,February,301.450,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,a4dd67c557028907b370c33a65ecc785d7ebacb7331f440aabf2caf45f51f818
0dd7405e-50bb-4803-a3f2-50269ff76b4b,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2023,M03,March,301.836,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,1ec4340f51fa9b39967a2e7ac85fab70105099b43fdd72e09b32cfdb701cfc77
d2616ba2-9293-4992-9400-bba67c9ab8a2,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2023,M03,March,301.821,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,1af46f16378f314525c382dc2a432421cc4938cf09c05dffaf4b46d9b3598675
b529d99d-ac18-4d36-86a9-ecd60ec42bfe,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2023,M04,April,303.363,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,eeb688e52f0b44d0b4a7591db64b714877fb475625f1988ea94a71fc6d44d087
c2591a07-1b06-4fae-85d1-091b4d640a9b,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2023,M04,April,302.845,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,2c3ba75fd2b9f34637ef2099e61b8e783162f4a7c1d21960959d13b7c45b7851
f73b1072-6286-4c87-b230-60a1bf044fb0,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2023,M05,May,304.127,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,f8e39d07ac196ac6a8b37112f726138b9babe0db70e8f972ea1eb218fa16e110
1ed3c9f0-7667-4602-bc47-66fb0aa7584b,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2023,M05,May,303.334,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,596c7b221ccab1e53b430a7128f8669a6e3915946d80a08026b92f4ae4e0a1cf
085a4297-7fcf-4eff-afa5-dce0046269b5,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2023,M06,June,305.109,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,ee7527102aac4c988d7034d2ced9560895e2edf227c512e993f43f6261b70849
067447f7-94dd-48bf-adbd-b21b516fa65f,CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2023,M06,June,304.014,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,7c9f53fb53257346a4245497360ea2ed2249d541cb6db34243bc0b77051cfb8c
63f475e5-d6f5-420e-bb3e-583429ac42bd,CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2023,M07,July,305.691,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,6c9ed35bc151d7007bc846a112a3c30f7980124db5bcbaea7fe0754abfda1e6a
