uuid,series_id,series_title,frequency,year,period,period_name,value,latest,footnotes,source_type,collection_timestamp,normalization_timestamp,checksum
ff345d5d-94d1-4d03-a1ea-6a450b5789c2,CES0000000001,Total Nonfarm Employment,Monthly,2020,M11,November,142733,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,6aaeba16800185c60d8a4af33037487f08c62a201c3348cbc1b75783d6f0f137
6eed950c-225e-4fdd-9a6a-017eb58bdfa4,LNS14000000,Unemployment Rate,Monthly,2020,M12,December,6.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,9168a32063a9db9b6df203921023be7f1731d393cf4a18cf163ca54adec88ed8
3ece25c2-3110-44b5-96a0-7bb646a74968,CES0000000001,Total Nonfarm Employment,Monthly,2020,M12,December,142548,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,4b5c4cdbf005fd2c5cee5e72ad97abe9670c2f4adfcdc3dbbfd5af9b62bbbf07
a4711440-4da3-4dd3-97f3-2df941221722,LNS14000000,Unemployment Rate,Monthly,2021,M01,January,6.4,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,f4bbfb31ec7a9f093caaf7cb6e9051a84204c5fee1f710f9e4b7f2f7352c0600
b7392868-868f-4a7d-a516-9b90cbbc753c,CES0000000001,Total Nonfarm Employment,Monthly,2021,M01,January,142863,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,19c9b49cac87cfc767bbec8dd8b2bdb16d6b68d7b4ca8d3ad982352d75517004
89e69bc3-acb6-40b4-b1e3-02d254153a1c,LNS14000000,Unemployment Rate,Monthly,2021,M02,February,6.2,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,184d74f639fc4e9a8411fee55426dcc54a6d9460d80436ba4f28aa45dbb17388
363d44fe-0753-4774-925e-f6f559d212d2,CES0000000001,Total Nonfarm Employment,Monthly,2021,M02,February,143380,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,3fc61f43cc6803eb4251ff93c362ce96c018f274ed708549f1e51165cd6d81af
191b5e06-8486-4242-a55c-ffdbbdfe3a23,LNS14000000,Unemployment Rate,Monthly,2021,M03,March,6.1,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,156ec97348ec67eae9fe58fe8ab5f1ca985789a85d038d55aebdeca245558a8f
06f0b2ef-e5f8-47d2-b538-ce6facfa754c,CES0000000001,Total Nonfarm Employment,Monthly,2021,M03,March,144232,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,27e715749434689af71460a5afd6656063081bf5677307560ff91f4c25b3a3ab
4f619d09-2853-432e-bc08-5d55ddd33f8f,LNS14000000,Unemployment Rate,Monthly,2021,M04,April,6.1,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,f700225dedeee63b9656346bb20600119bfa41f0b883f558245f2dedcff1fbc3
d7c4b19c-bd51-4091-a2c2-56b38aace27d,CES0000000001,Total Nonfarm Employment,Monthly,2021,M04,April,144587,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,8bc2e58ad33e403bca8bccb161714a1a29bdeae18554e3378ff59bbf90936fe2
e4965961-48bb-4189-94dc-d5070cc8def4,LNS14000000,Unemployment Rate,Monthly,2021,M05,May,5.8,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,26ae49982b00fe65373bb0b6aa73d43cd2c7fb29dcf0a4938721f1a6542856b4
631c79aa-2f09-4143-9dd1-3150ad7a5dc1,CES0000000001,Total Nonfarm Employment,Monthly,2021,M05,May,145065,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,0fa213a601a95dcc871e1880212796d28002c831f25832d87183f884e6b3eab2
052c0290-9981-45b8-bdc0-75645d7f7f81,LNS14000000,Unemployment Rate,Monthly,2021,M06,June,5.9,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,13bb2eb1cf5b5e794a2e6445b28a0354684e8651554a8b61357cce96e157e5d9
3cd5f546-6b61-42f6-a6f4-95066979f5ae,CES0000000001,Total Nonfarm Employment,Monthly,2021,M06,June,145820,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,72b1ae81023757e46f801758b9464e7a4bcb9f7df94f1fe1d549452705281c30
2794b580-b31d-4104-b67f-ec7a78e833cf,LNS14000000,Unemployment Rate,Monthly,2021,M07,July,5.4,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,7f757705ec2f2358940d7b4dc89defeb291678578934850ce28ff209c9c0fb32
6d27c844-9dfb-402b-87b5-deeef859f0d7,CES0000000001,Total Nonfarm Employment,Monthly,2021,M07,July,146762,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,f2ecc338fb6baa0d151c9109a7088e5a0bde4d6d5520b07cd5aa0caeb0146967
f0ade731-32cc-4235-90ea-6c14d6a3062b,LNS14000000,Unemployment Rate,Monthly,2021,M08,August,5.1,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,4ab65e961e964893bd861302a76b2154bb57856c5d371bdfc56ecf906dadcb17
0efb9cad-b9aa-4b09-8d42-62e8c704a7e5,CES0000000001,Total Nonfarm Employment,Monthly,2021,M08,August,147314,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,d8051b1ec230da233f6f751de23b161ae4ef32034cfb046fb80081df427835d6
1f891e91-7cbc-43a5-a312-1366f0084236,LNS14000000,Unemployment Rate,Monthly,2021,M09,September,4.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,64359eaa50ba01aa844a7ed1d42f6b78e5a9ec2a4b8e2423d8cc276497a07339
12d4b24f-adf7-4f98-a87a-d83da98bf27a,CES0000000001,Total Nonfarm Employment,Monthly,2021,M09,September,147771,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,67b9bb38daf75c578ffbc965e4277c8ecf7d7b10be11debbbd760c2d95290497
2476f0f3-2bc0-44e5-979a-b4857291468e,LNS14000000,Unemployment Rate,Monthly,2021,M10,October,4.5,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,bed181805bb110004e22a8dc347924c4fb6b46b8291026a6a36e6eb08ab48e0a
78b5ca13-356e-4c58-a7f3-e3403baeb62b,CES0000000001,Total Nonfarm Employment,Monthly,2021,M10,October,148572,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,372c81a328478689543d55ebbb41e55c93241383525b56c10ce7f4eba17c2780
792dde7b-0bfd-42ad-8e9f-7232f975f755,LNS14000000,Unemployment Rate,Monthly,2021,M11,November,4.1,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,33de435dd2d84602cb7c4a93c743bc54760c3df671dcba9f8cc1a40f6881d46e
79b7eb36-5049-4d7b-b215-43d87dbccd01,CES0000000001,Total Nonfarm Employment,Monthly,2021,M11,November,149230,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,4bddb574b226fc684793b54b88a88e993fcdc39574f5d68aea0476879bbb500b
c497531b-ec06-4921-a72b-685f0543b397,LNS14000000,Unemployment Rate,Monthly,2021,M12,December,3.9,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,dcf890c2ec606e834afe228c05a42235fdc144ab79a9b5dd3975cdcbb71eeeb0
59ada771-1979-4859-a689-5c5dcc3fe306,CES0000000001,Total Nonfarm Employment,Monthly,2021,M12,December,149816,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,6db8de26cf3f0f9ea02a6d05ced6166b8103f5da13c1cf5e2d7792c903b8bef3
60ad7c51-77b7-4258-a716-fb4b81bf01e1,LNS14000000,Unemployment Rate,Monthly,2022,M01,January,4.0,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,1189d9140344853f61c898ba869244cf890b2320155871631b3031a52e54381b
06728618-f781-4df2-840c-e3fcf64230e7,CES0000000001,Total Nonfarm Employment,Monthly,2022,M01,January,150006,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,a47cbeaa00fc44593cb5bdac680c6a1599759d2bd33f16eed2e54cfe8a3ba460
0ae62025-6bbd-4c94-9ce4-625b753191a6,LNS14000000,Unemployment Rate,Monthly,2022,M02,February,3.9,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,fedc8b0a3e848cfddca590d146b3a1b21ef9747ac2242fabf425046701f307da
640fd25c-5593-4d5f-a6aa-c824c7c52f9d,CES0000000001,Total Nonfarm Employment,Monthly,2022,M02,February,150825,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,e9b2463b23cc5bedf0f41ef8ed76407f08b5bf5190af8eaf43915c90cdba295f
5c47de81-2715-4005-a2ed-4c85d5589d72,LNS14000000,Unemployment Rate,Monthly,2022,M03,March,3.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,dbce1f274b524227db70b115ba9eac617ddd913f71f7cb1de5992c1d7fad6a02
0ab95ecd-ba20-4995-94c4-9785181fc221,CES0000000001,Total Nonfarm Employment,Monthly,2022,M03,March,151315,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,3daa29fce732f0a283c51809116459f2ae3409167df8b5c29bf970fa5bec909a
f9881988-e375-4065-9eae-49363afe45ca,LNS14000000,Unemployment Rate,Monthly,2022,M04,April,3.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,bfc9009d6152d4edb066f105a3944ba36bed48dfd44b91ceac5d2622d3b407bf
f9b7077c-5e3e-4bee-b9df-afa188f6d167,CES0000000001,Total Nonfarm Employment,Monthly,2022,M04,April,151623,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,111df94553566fb61c5312c250a11afe0986b10c51058d7115398da3821fd246
8e81c6e2-12b2-4e47-bc88-692e57dfa9a3,LNS14000000,Unemployment Rate,Monthly,2022,M05,May,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,a73662c519a3efcc0ed048ea402c38193fab43146c04d438cc53ab684b6ab62e
a4796b42-e780-494a-a267-4f9bc7aef5de,CES0000000001,Total Nonfarm Employment,Monthly,2022,M05,May,151924,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,abbca43bbd512782c9d870ec94ba4c8b0faeab7eacafcd871bab1e6edacb9197
40f1356f-d461-4acb-9068-821fe2cdb8c2,LNS14000000,Unemployment Rate,Monthly,2022,M06,June,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,a482b061d406e3d1320d4e03104b7dd4efc5785f9a49109970a8cff274e2497a
2e3f7218-d9c4-43a0-9dd6-38f897a562c9,CES0000000001,Total Nonfarm Employment,Monthly,2022,M06,June,152358,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,57845b39f3098741608ebca974f8a34d788dba93102d5f6eb715acedc4cbaa84
0989be08-7380-4c56-9f95-9d9523d04398,LNS14000000,Unemployment Rate,Monthly,2022,M07,July,3.5,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,464b2f25c00e8161a15a928815ccd5af6d5f00d1626e17cc473c919a2b7161d7
c8b662fd-0caa-4feb-9b7c-b297133a8f4a,CES0000000001,Total Nonfarm Employment,Monthly,2022,M07,July,153072,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,31131a28edd16e3c8b082b2a71822ebfbec8a0c3ba28ca32ca52c4150e5f3df1
88fe3b75-b835-4912-95b4-fba9fa562625,LNS14000000,Unemployment Rate,Monthly,2022,M08,August,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,a763157e05778b57386965bfa54d65aacb81c03bfaabc3722eef4ef46f2b542c
5f3f4819-8b3d-4b7a-9711-5da4e43b681c,CES0000000001,Total Nonfarm Employment,Monthly,2022,M08,August,153362,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b30372b50a1f636b8a2a3dfc261581f79412b31e8c64e9573a5a6efcfe1601aa
e5897fdb-fd84-4342-b983-ab8b3a8cae09,LNS14000000,Unemployment Rate,Monthly,2022,M09,September,3.5,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c871853d2d4e789023dc6ecbae6519f14777b4e932db92c5ef0bb660bcb6878a
3eac6a0f-449b-431a-8d7d-03300d36c009,CES0000000001,Total Nonfarm Employment,Monthly,2022,M09,September,153582,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b391f7c0888ab56f584cd5d39eee2a7fa50b4dbaa6aa8db807547ddb08d282ae
6afadef0-7259-4d20-bebd-282eb44a409d,LNS14000000,Unemployment Rate,Monthly,2022,M10,October,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,2ba48c89263a46b28e1444fd51efabd9b3935a03c4330ee63c201fec8872bec3
f7d1a8a4-dc7a-4e6b-8f58-c6ee6fbc7616,CES0000000001,Total Nonfarm Employment,Monthly,2022,M10,October,153939,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,0f9d7502bc8428709a8fc7ca76ac2a76f47c7112f95fc8889b592aae5c1c84b3
5e7bf12d-efc5-40a3-b6c9-a79553dc58c9,LNS14000000,Unemployment Rate,Monthly,2022,M11,November,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,4bee442428b9ef2ae9b9896e4f1ca646de2fdfcf298291e0c961b5a8ff64796c
882123fe-1a52-41b7-b19d-13c3d6512e4a,CES0000000001,Total Nonfarm Employment,Monthly,2022,M11,November,154242,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,73502bd40a9dfba966484383cc5000f7882e95646a49dd328007414c21f27511
3c44a822-8aaa-446e-bddd-7d8cc8aa4aab,LNS14000000,Unemployment Rate,Monthly,2022,M12,December,3.5,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,d27e2750ec052a05f8c40ee9ea70bfad0228d0bd40ebc9b84a5eb75632f6396f
08137fea-7405-416a-b180-805bc6dc448b,CES0000000001,Total Nonfarm Employment,Monthly,2022,M12,December,154342,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,838533bbf5e77bda24f473347d51bd3274634554c98203f6f573af1555eacba3
73c7813b-2768-4821-aad9-5e9f00401f31,LNS14000000,Unemployment Rate,Monthly,2023,M01,January,3.5,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,df95eb947a5b79d2627fb6d07859cf58ac332782b176a8680e1575a25d612f5a
420b82a0-c838-4b85-a26c-40a881df2fb1,CES0000000001,Total Nonfarm Employment,Monthly,2023,M01,January,154776,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,67daeeed6bd43f489b87daf50135e3fd1c861a60b02bbaa0975ba31e01a26390
f47c983e-1462-48cb-b8f3-4985187e2bdb,LNS14000000,Unemployment Rate,Monthly,2023,M02,February,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,26d088a232c3bf652185f36063652442f13bd05a657af58c99467655717a6e1c
6e0f0eeb-5b63-4a8e-8908-2dc12836f457,CES0000000001,Total Nonfarm Employment,Monthly,2023,M02,February,155066,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,92ca58c937ca66b1f59060363885b54a1de01e0449a758f64f19bb677d88a962
af4f1899-56aa-41e8-a9d1-fa548c00b0cd,LNS14000000,Unemployment Rate,Monthly,2023,M03,March,3.5,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,009b4dac65c5de3320e30f0839853135375d404e5f7fd194f1046654aedda9bc
36905713-52e4-4e24-b5b8-3030057e0d2b,CES0000000001,Total Nonfarm Employment,Monthly,2023,M03,March,155134,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,b76cbd159cc5d52cad7ae3866554fdd31e9c25d6d49ce600e1e777695c481160
9d6872f8-5055-4f7a-beab-54ba5a38e3d3,LNS14000000,Unemployment Rate,Monthly,2023,M04,April,3.4,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,0302d54ea122804ee4a0be3f8bb4f1cde0e416346712793a7335ba41fe8cbe7b
61700ebb-2795-4956-967d-2e3037b2ddbd,CES0000000001,Total Nonfarm Employment,Monthly,2023,M04,April,155375,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,924a3ab5eae22f65577983d60fa29d73ecda23e5182d684683a2776b31cf8afe
3a23d91e-d563-49b8-a42d-bb2923550c33,LNS14000000,Unemployment Rate,Monthly,2023,M05,May,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,7c0dcf4bd9c80746826a4a51126b628f87cf35114f49257cb068364b7a7092a6
e7dd9263-242c-41b8-9eb6-49300b147825,CES0000000001,Total Nonfarm Employment,Monthly,2023,M05,May,155655,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,375d1d17d4476383ab307e2b5a0e974066fca4c45f725e12b0eeaaf815d5a558
74e8a8f1-454c-4a24-904e-49d7a3227eea,LNS14000000,Unemployment Rate,Monthly,2023,M06,June,3.6,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,ca839aaf644453d4dab8fd89b3394b76dd8e664606fd600d9d3777f376a91c64
ef335234-9707-4f7b-b746-227fcc73a077,CES0000000001,Total Nonfarm Employment,Monthly,2023,M06,June,155880,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,9fcae37301dabaaec921cf93bb54feb774e2b34dfbbafd55ab086c644c4d3eff
ed4fc4b1-2de7-4114-b348-39761c30f7d8,LNS14000000,Unemployment Rate,Monthly,2023,M07,July,3.5,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,0542763e57420ae089c87ac53fc5e3bd825ec361896d73cf2290db8dc8e13690
447641c4-609e-425b-9f7d-7331e12573f2,CES0000000001,Total Nonfarm Employment,Monthly,2023,M07,July,156043,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,d3507062005dfb343de5fef03e963e6cfa722cd6b5ac0e842a5ac4ab54e8b082
92f2d7bc-ee18-4777-bfe8-ecaa701e2612,LNS14000000,Unemployment Rate,Monthly,2023,M08,August,3.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,f8becc4393c68c554bc0e756f6cf6693a92dd256f67c10f559d367524f9e6ee8
084577de-3f50-451d-8aec-7fe70923d2b6,CES0000000001,Total Nonfarm Employment,Monthly,2023,M08,August,156261,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,9d6e8e7a5d2fbf9d63eed4104e5d83bc745337515315867f34f8ee34a31ef1c2
0e7123ed-9607-4500-baca-c279f383c77d,LNS14000000,Unemployment Rate,Monthly,2023,M09,September,3.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,e7ef3cf6ba07c24c88a2371fd251d082409fd2e659aebe6249aa68bd05f8ab0a
b1f6731e-b342-4a38-bad8-7a3bed6890e7,CES0000000001,Total Nonfarm Employment,Monthly,2023,M09,September,156417,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c51d75006ba8e0e72ffac04dd439f77e75783b32508766b24070ba6f1edfb0f0
5fc443f9-0b7c-42ca-93d7-62603925483e,LNS14000000,Unemployment Rate,Monthly,2023,M10,October,3.9,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c2c673549d53bfab96009c5f82ffaec53b314a0302eb93becdacf6eb88595782
3ac4a4d3-64a3-4ff3-a19d-532d9d56c692,CES0000000001,Total Nonfarm Employment,Monthly,2023,M10,October,156576,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,49bdbfeb8f46abae5a5fc9f6ca1e419e85c0024ef83ce78738bb8ca8e390d862
7dd2c0b5-8b6c-48b9-93cb-7b55bb044d47,LNS14000000,Unemployment Rate,Monthly,2023,M11,November,3.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,5b823ad0fc6c9c4192e73df919b56676fdf130651ff4d16cb215461af118de63
9c379ca2-a63c-4425-944f-e95efcfc7c26,CES0000000001,Total Nonfarm Employment,Monthly,2023,M11,November,156703,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,9692f62c619a8c4e6e334d57e9962cd63b37072727164e6f67e944846d851e1a
8aeb2c76-8078-46a5-94c5-0534fab8271f,LNS14000000,Unemployment Rate,Monthly,2023,M12,December,3.8,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,0f401a317c5bd203bed6ac8572ffefcaa6f0fdf0a2f0e466c0c17b8eea01c1cd
2d4059ec-7699-4d10-ab50-f6e2a1b6ed0b,CES0000000001,Total Nonfarm Employment,Monthly,2023,M12,December,156857,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,499d706a4226ce12722a5ff43dd9a10234b3b6a9b28f6a390205024d8c4cb516
73e59780-c756-4b84-b8f7-9a2d20837366,LNS14000000,Unemployment Rate,Monthly,2024,M01,January,3.7,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,4ca302ac246019567bd7398842cab98acafc4508490a5b42aae2cd45eae4a9c9
976db300-2680-439d-ba53-97c274b3fa80,CES0000000001,Total Nonfarm Employment,Monthly,2024,M01,January,157032,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,c32fcae65ef7ea0ead557c03676d5782f08df3b30b19a2b34642dce16cd411ea
29d197da-b18d-428e-82b0-18930d9b6a75,LNS14000000,Unemployment Rate,Monthly,2024,M02,February,3.9,False,,API,2026-07-26T19:16:15Z,2026-07-26T19:16:19Z,ab7ca7f1d07046cf389ae98d50b6e9abfef14dfb35f69c54b9de51610facd76b
